,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Sales_sum
287,Airport Simulator,PC,2011,Simulation,0.0,0.02,0.0,0.0,0.02
288,Airship Q,PSV,2015,Platform,0.0,0.0,0.03,0.0,0.03
289,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,0.0,0.0,0.06,0.0,0.06
290,Akai Ito DS,DS,2008,Adventure,0.0,0.0,0.02,0.0,0.02
291,Akai Katana Shin,X360,2011,Shooter,0.04,0.0,0.01,0.0,0.05
292,Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,0.0,0.0,0.03,0.0,0.03
293,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,0.0,0.0,0.01,0.0,0.01
294,Akatsuki no Goei Trinity,PS3,2012,Adventure,0.0,0.0,0.01,0.0,0.01
295,Akatsuki no Goei Trinity,PSP,2012,Adventure,0.0,0.0,0.01,0.0,0.01
296,Akiba's Trip,PSP,2011,Adventure,0.0,0.0,0.14,0.0,0.14
297,Akiba's Trip Plus,PSP,2012,Adventure,0.0,0.0,0.08,0.0,0.08
298,Akiba's Trip: Undead & Undressed,PS3,2013,Action,0.05,0.01,0.04,0.01,0.11
299,Akiba's Trip: Undead & Undressed,PS4,2014,Action,0.08,0.0,0.01,0.02,0.11
300,Akiba's Trip: Undead & Undressed,PSV,2013,Action,0.09,0.02,0.08,0.03,0.22
301,Akko ni Omakase! Brain Shock,DS,2006,Misc,0.0,0.0,0.04,0.0,0.04
302,Akuji the Heartless,PS,1998,Platform,0.07,0.04,0.0,0.01,0.12000000000000001
303,Aladdin Magic Racer,Wii,2011,Racing,0.01,0.0,0.0,0.0,0.01
304,Alan Wake,PC,2012,Action,0.0,0.06,0.0,0.01,0.06999999999999999
305,Alan Wake,X360,2010,Action,0.66,0.51,0.05,0.13,1.35
306,Alexi Lalas International Soccer,PS,1998,Sports,0.04,0.03,0.0,0.0,0.07
307,Alfa Romeo Racing Italiano,PS2,2005,Racing,0.01,0.01,0.0,0.0,0.02
308,Alia's Carnival! Sacrament,PSV,2015,Adventure,0.0,0.0,0.03,0.0,0.03
309,Alias,PS2,2004,Action,0.05,0.04,0.0,0.01,0.09999999999999999
310,Alias,XB,2004,Action,0.04,0.01,0.0,0.0,0.05
311,Alice in Wonderland,DS,2010,Adventure,0.27,0.18,0.0,0.05,0.5
312,Alice in Wonderland,Wii,2010,Adventure,0.27,0.21,0.0,0.05,0.53
313,Alice: Madness Returns,PC,2011,Adventure,0.0,0.1,0.0,0.02,0.12000000000000001
314,Alice: Madness Returns,PS3,2011,Adventure,0.22,0.25,0.04,0.09,0.6
315,Alice: Madness Returns,X360,2011,Adventure,0.27,0.15,0.04,0.04,0.5
316,Alien,2600,1981,Action,0.74,0.04,0.0,0.01,0.79
317,Alien Breed Trilogy,X360,2011,Shooter,0.0,0.02,0.0,0.0,0.02
318,Alien Hominid,GC,2004,Shooter,0.07,0.02,0.0,0.0,0.09000000000000001
319,Alien Hominid,PS2,2004,Shooter,0.05,0.04,0.0,0.01,0.09999999999999999
320,Alien Monster Bowling League,Wii,2009,Sports,0.09,0.0,0.0,0.01,0.09999999999999999
321,Alien Resurrection,PS,2000,Shooter,0.09,0.06,0.0,0.01,0.16
322,Alien Syndrome,PSP,2007,Role-Playing,0.07,0.0,0.0,0.01,0.08
323,Alien Syndrome,Wii,2007,Role-Playing,0.06,0.0,0.0,0.0,0.06
324,Alien Trilogy,PS,1996,Shooter,0.24,0.16,0.04,0.03,0.47
325,Alien's Return,2600,1982,Action,0.32,0.02,0.0,0.0,0.34
326,Alien: Isolation,PC,2014,Shooter,0.0,0.13,0.0,0.01,0.14
327,Alien: Isolation,PS3,2014,Shooter,0.12,0.19,0.0,0.07,0.38
328,Alien: Isolation,PS4,2014,Shooter,0.34,0.56,0.04,0.19,1.1300000000000001
329,Alien: Isolation,X360,2014,Shooter,0.15,0.13,0.0,0.03,0.31000000000000005
330,Alien: Isolation,XOne,2014,Shooter,0.22,0.24,0.0,0.04,0.49999999999999994
331,Alienators: Evolution Continues,GBA,2001,Action,0.03,0.01,0.0,0.0,0.04
332,Aliens in the Attic,DS,2009,Action,0.05,0.0,0.0,0.0,0.05
333,Aliens in the Attic,Wii,2009,Action,0.07,0.0,0.0,0.01,0.08
334,Aliens versus Predator: Extinction,PS2,2003,Strategy,0.09,0.07,0.0,0.02,0.18
335,Aliens versus Predator: Extinction,XB,2003,Strategy,0.06,0.02,0.0,0.0,0.08
336,Aliens vs Predator,PC,2010,Shooter,0.0,0.17,0.0,0.02,0.19
337,Aliens vs Predator,PS3,2010,Shooter,0.41,0.47,0.0,0.18,1.0599999999999998
338,Aliens vs Predator,X360,2010,Shooter,0.55,0.4,0.0,0.11,1.06
339,Aliens vs Predator: Requiem,PSP,2007,Action,0.03,0.12,0.0,0.07,0.22
340,Aliens: Colonial Marines,PC,2013,Shooter,0.1,0.06,0.0,0.02,0.18
341,Aliens: Colonial Marines,PS3,2013,Shooter,0.2,0.31,0.0,0.13,0.64
342,Aliens: Colonial Marines,X360,2013,Shooter,0.36,0.37,0.0,0.07,0.8
343,Aliens: Infestation,DS,2011,Action,0.1,0.06,0.0,0.02,0.18
344,All Grown Up! Express Yourself,GBA,2004,Misc,0.13,0.05,0.0,0.0,0.18
345,All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.17,0.06,0.0,0.0,0.23
346,All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,0.0,0.0,0.15,0.0,0.15
347,All Kamen Rider: Rider Generation,DS,2011,Action,0.0,0.0,0.12,0.0,0.12
348,All Kamen Rider: Rider Generation 2,DS,2012,Action,0.0,0.0,0.1,0.0,0.1
349,All Kamen Rider: Rider Generation 2,PSP,2012,Action,0.0,0.0,0.06,0.0,0.06
350,All Points Bulletin,PC,2010,Role-Playing,0.0,0.03,0.0,0.01,0.04
351,All Star Cheer Squad,DS,2008,Sports,0.26,0.0,0.0,0.02,0.28
352,All Star Cheer Squad,Wii,2008,Sports,0.43,0.29,0.0,0.08,0.7999999999999999
353,All Star Cheer Squad 2,Wii,2009,Sports,0.12,0.0,0.0,0.01,0.13
354,All Star Karate,Wii,2010,Action,0.14,0.07,0.0,0.02,0.23
355,All Star Pro-Wrestling,PS2,2000,Fighting,0.0,0.0,0.2,0.0,0.2
356,All Star Tennis 99,N64,1999,Sports,0.04,0.01,0.0,0.0,0.05
357,All-Pro Football 2K8,PS3,2007,Sports,0.14,0.0,0.0,0.01,0.15000000000000002
358,All-Pro Football 2K8,X360,2007,Sports,0.24,0.0,0.0,0.02,0.26
359,All-Star Baseball 2000,N64,1999,Sports,0.36,0.03,0.0,0.0,0.39
360,All-Star Baseball 2001,N64,2000,Sports,0.22,0.01,0.0,0.0,0.23
361,All-Star Baseball 2002,GC,2001,Sports,0.17,0.04,0.0,0.01,0.22000000000000003
362,All-Star Baseball 2002,PS2,2001,Sports,0.27,0.21,0.0,0.07,0.55
363,All-Star Baseball 2003,GBA,2002,Sports,0.11,0.04,0.0,0.0,0.15
364,All-Star Baseball 2003,GC,2002,Sports,0.12,0.03,0.0,0.0,0.15
365,All-Star Baseball 2003,PS2,2002,Sports,0.38,0.29,0.0,0.1,0.7699999999999999
366,All-Star Baseball 2003,XB,2002,Sports,0.19,0.06,0.0,0.01,0.26
367,All-Star Baseball 2004,GBA,2003,Sports,0.05,0.02,0.0,0.0,0.07
368,All-Star Baseball 2004,GC,2003,Sports,0.06,0.02,0.0,0.0,0.08
369,All-Star Baseball 2004,PS2,2003,Sports,0.21,0.16,0.0,0.05,0.42
370,All-Star Baseball 2004,XB,2003,Sports,0.1,0.03,0.0,0.0,0.13
371,All-Star Baseball 99,N64,1998,Sports,0.44,0.04,0.0,0.0,0.48
372,Alleyway,GB,1989,Puzzle,0.96,0.38,0.55,0.05,1.94
373,Allied General,PS,1996,Strategy,0.11,0.07,0.0,0.01,0.19
374,Alone in the Dark,PC,2008,Adventure,0.0,0.01,0.0,0.0,0.01
375,Alone in the Dark,PS2,2008,Adventure,0.03,0.02,0.0,0.01,0.060000000000000005
376,Alone in the Dark,Wii,2008,Adventure,0.09,0.08,0.0,0.02,0.18999999999999997
377,Alone in the Dark,X360,2008,Adventure,0.14,0.3,0.0,0.05,0.49
378,Alone in the Dark: Inferno,PS3,2008,Adventure,0.09,0.03,0.0,0.02,0.13999999999999999
379,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,0.17,0.12,0.0,0.02,0.31000000000000005
380,Alpha Protocol,PC,2010,Role-Playing,0.0,0.03,0.0,0.01,0.04
381,Alpha Protocol,PS3,2010,Role-Playing,0.19,0.18,0.0,0.07,0.44
382,Alpha Protocol,X360,2010,Role-Playing,0.23,0.13,0.0,0.04,0.39999999999999997
383,Alpha and Omega,DS,2010,Action,0.06,0.0,0.0,0.0,0.06
384,Alter Echo,PS2,2003,Shooter,0.06,0.05,0.0,0.02,0.13
385,Alter Echo,XB,2003,Shooter,0.04,0.01,0.0,0.0,0.05
386,Alter Ego,PC,1985,Simulation,0.0,0.03,0.0,0.01,0.04
387,Altered Beast: Guardian of the Realms,GBA,2002,Action,0.07,0.02,0.0,0.0,0.09000000000000001
388,Alundra,PS,1997,Role-Playing,0.13,0.09,0.0,0.01,0.23
389,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,0.15,0.1,0.0,0.02,0.27
390,Alvin and the Chipmunks,DS,2007,Misc,0.12,0.0,0.0,0.01,0.13
391,Alvin and the Chipmunks,PS2,2007,Misc,0.04,0.03,0.0,0.01,0.08
392,Alvin and the Chipmunks,Wii,2007,Misc,0.05,0.0,0.0,0.0,0.05
393,Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,0.07,0.03,0.0,0.01,0.11
394,Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,0.08,0.01,0.0,0.01,0.09999999999999999
395,Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,0.08,0.01,0.0,0.01,0.09999999999999999
396,Alvin and the Chipmunks: The Squeakquel,DS,2009,Misc,0.28,0.0,0.0,0.02,0.30000000000000004
397,Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,0.09,0.0,0.0,0.01,0.09999999999999999
398,Amagami,PS2,2009,Adventure,0.0,0.0,0.13,0.0,0.13
399,Amagami,PSP,2011,Adventure,0.0,0.0,0.15,0.0,0.15
400,Amagami,PSV,2014,Adventure,0.0,0.0,0.04,0.0,0.04
401,Amagoushi no Yakata,PS2,2007,Adventure,0.0,0.0,0.02,0.0,0.02
402,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,0.0,0.0,0.02,0.0,0.02
403,Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,0.13,0.08,0.0,0.02,0.23
404,Amazing Island,GC,2004,Strategy,0.04,0.01,0.0,0.0,0.05
405,America Oudan Ultra-Quiz,SAT,1995,Misc,0.0,0.0,0.02,0.0,0.02
406,America's Army: Rise of a Soldier,XB,2005,Shooter,0.19,0.05,0.0,0.01,0.25
407,America's Army: True Soldiers,X360,2007,Shooter,0.08,0.0,0.0,0.01,0.09
408,America's Next Top Model,DS,2008,Action,0.1,0.0,0.0,0.01,0.11
409,America's Next Top Model,Wii,2010,Action,0.08,0.0,0.0,0.01,0.09
410,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,0.25,0.0,0.0,0.02,0.27
411,American Bass Challenge,GBA,2001,Sports,0.03,0.01,0.0,0.0,0.04
412,American Chopper,PS2,2004,Racing,0.35,0.01,0.0,0.06,0.42
413,American Chopper,XB,2004,Racing,0.11,0.03,0.0,0.01,0.15000000000000002
414,American Chopper 2: Full Throttle,GC,2005,Racing,0.04,0.01,0.0,0.0,0.05
415,American Chopper 2: Full Throttle,PS2,2005,Racing,0.09,0.07,0.0,0.02,0.18
416,American Chopper 2: Full Throttle,XB,2005,Racing,0.04,0.01,0.0,0.0,0.05
417,American Girl: Julie Finds a Way,DS,2007,Adventure,0.1,0.0,0.0,0.01,0.11
418,American Girl: Kit Mystery Challenge!,DS,2008,Adventure,0.42,0.0,0.0,0.03,0.44999999999999996
419,American Idol,GBA,2003,Misc,0.15,0.06,0.0,0.0,0.21
420,American Idol,PS2,2003,Misc,0.27,0.21,0.0,0.07,0.55
421,Amnesia,PSP,2011,Adventure,0.0,0.0,0.04,0.0,0.04
422,Amnesia Crowd,PSP,2013,Misc,0.0,0.0,0.05,0.0,0.05
423,Amnesia Later,PSP,2012,Misc,0.0,0.0,0.05,0.0,0.05
424,Amnesia Later,PSV,2014,Misc,0.0,0.0,0.01,0.0,0.01
425,Amped 2,XB,2003,Sports,0.2,0.04,0.0,0.01,0.25
426,Amped 3,X360,2005,Sports,0.13,0.02,0.0,0.01,0.16
427,Amped: Freestyle Snowboarding,XB,2001,Sports,0.69,0.11,0.0,0.02,0.82
428,Amplitude,PS2,2003,Misc,0.09,0.07,0.0,0.02,0.18
429,An American Tail: Fievel's Gold Rush,GBA,2002,Platform,0.02,0.01,0.0,0.0,0.03
430,Anarchy Reigns,PS3,2012,Action,0.1,0.03,0.06,0.02,0.21
431,Anarchy Reigns,X360,2012,Action,0.11,0.02,0.02,0.01,0.16
432,And1 Streetball,PS2,2006,Action,0.13,0.1,0.0,0.03,0.26
433,And1 Streetball,XB,2006,Action,0.06,0.02,0.0,0.0,0.08
434,Andretti Racing,PS,1996,Racing,0.43,0.29,0.0,0.05,0.77
435,Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,0.12,0.08,0.0,0.01,0.21000000000000002
436,Angelique Duet,PS,1998,Strategy,0.0,0.0,0.04,0.0,0.04
437,Angelique Retour,PSV,2015,Action,0.0,0.0,0.02,0.0,0.02
438,Angelique Trois,PS2,2000,Adventure,0.0,0.0,0.06,0.0,0.06
439,Angelique: Maren no Rokukishi,PSP,2011,Adventure,0.0,0.0,0.03,0.0,0.03
440,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,0.0,0.03,0.0,0.0,0.03
441,Angry Birds,PC,2011,Puzzle,0.0,0.18,0.0,0.05,0.22999999999999998
442,Angry Birds Star Wars,3DS,2013,Strategy,0.15,0.15,0.0,0.03,0.32999999999999996
443,Angry Birds Star Wars,PS3,2013,Strategy,0.1,0.17,0.0,0.06,0.33
444,Angry Birds Star Wars,PS4,2013,Strategy,0.1,0.08,0.0,0.03,0.21
445,Angry Birds Star Wars,PSV,2013,Strategy,0.05,0.04,0.0,0.03,0.12
446,Angry Birds Star Wars,Wii,2013,Strategy,0.21,0.1,0.0,0.03,0.33999999999999997
447,Angry Birds Star Wars,WiiU,2013,Strategy,0.06,0.04,0.0,0.01,0.11
448,Angry Birds Star Wars,X360,2013,Strategy,0.16,0.11,0.0,0.03,0.30000000000000004
449,Angry Birds Star Wars,XOne,2013,Strategy,0.11,0.04,0.0,0.01,0.16
450,Angry Birds Trilogy,3DS,2012,Action,0.38,0.2,0.0,0.05,0.6300000000000001
451,Angry Birds Trilogy,PS3,2012,Action,0.12,0.02,0.0,0.02,0.15999999999999998
452,Angry Birds Trilogy,X360,2012,Action,0.18,0.06,0.0,0.02,0.26
453,Angry Birds: Rio,PC,2011,Puzzle,0.0,0.07,0.0,0.02,0.09000000000000001
454,AniMates!,DS,2007,Simulation,0.02,0.0,0.0,0.0,0.02
455,Anima - Gate of Memories,PS4,2016,Action,0.0,0.02,0.0,0.0,0.02
456,Animal Crossing,GC,2001,Simulation,1.92,0.16,0.99,0.09,3.16
457,Animal Crossing: Amiibo Festival,WiiU,2015,Misc,0.19,0.11,0.09,0.03,0.42000000000000004
458,Animal Crossing: City Folk,Wii,2008,Simulation,1.87,1.12,1.32,0.37,4.680000000000001
459,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,0.47,1.0,1.39,0.12,2.98
460,Animal Crossing: New Leaf,3DS,2012,Simulation,2.01,2.32,4.36,0.41,9.100000000000001
461,Animal Crossing: Wild World,DS,2005,Simulation,2.55,3.52,5.33,0.88,12.280000000000001
462,Animal Genius,DS,2007,Puzzle,0.11,0.0,0.0,0.01,0.12
463,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,0.07,0.0,0.0,0.01,0.08
464,Animal Paradise,DS,2007,Simulation,0.09,0.14,0.0,0.02,0.25
465,Animal Planet: Emergency Vets,DS,2009,Simulation,0.08,0.0,0.0,0.01,0.09
466,Animal Planet: Vet Collection,DS,2010,Simulation,0.05,0.0,0.0,0.0,0.05
467,Animal Planet: Vet Life,DS,2009,Simulation,0.1,0.0,0.0,0.01,0.11
468,Animal Planet: Vet Life,Wii,2009,Simulation,0.09,0.0,0.0,0.01,0.09999999999999999
469,Animaniacs Ten Pin Alley,PS,1998,Sports,0.36,0.25,0.0,0.04,0.65
470,Animaniacs: The Great Edgar Hunt,GC,2005,Platform,0.02,0.01,0.0,0.0,0.03
471,Animorphs: Shattered Reality,PS,2000,Action,0.03,0.02,0.0,0.0,0.05
472,Anno 1701: Dawn of Discovery,DS,2007,Simulation,0.07,0.06,0.0,0.02,0.15
473,Anno 2070,PC,2011,Strategy,0.0,1.13,0.0,0.32,1.45
474,Anno 2205,PC,2015,Strategy,0.02,0.22,0.0,0.01,0.25
475,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,0.0,0.0,0.02,0.0,0.02
476,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,0.0,0.03,0.03,0.0,0.06
477,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,0.0,0.0,0.06,0.0,0.06
478,Ant Nation,DS,2009,Simulation,0.06,0.01,0.0,0.01,0.07999999999999999
479,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,0.0,0.0,0.02,0.0,0.02
480,Antz Extreme Racing,PS2,2002,Racing,0.02,0.02,0.0,0.01,0.05
481,Antz Extreme Racing,XB,2002,Racing,0.01,0.0,0.0,0.0,0.01
482,Anubis II,Wii,2007,Platform,0.06,0.0,0.0,0.0,0.06
483,Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,0.0,0.0,0.04,0.0,0.04
484,Ao no Kanata no Four Rhythm,PSV,2016,Adventure,0.0,0.0,0.03,0.0,0.03
485,Aoishiro,PS2,2008,Adventure,0.0,0.0,0.02,0.0,0.02
486,Apache: Air Assault,PS3,2010,Simulation,0.11,0.07,0.0,0.03,0.21
487,Apache: Air Assault,X360,2010,Simulation,0.12,0.04,0.0,0.01,0.17
488,Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,0.0,0.04,0.0,0.01,0.05
489,Ape Escape,PS,1999,Platform,0.71,0.48,0.32,0.11,1.62
490,Ape Escape,PS3,2010,Platform,0.0,0.03,0.0,0.01,0.04
491,Ape Escape 2,PS2,2002,Platform,0.12,0.09,0.38,0.03,0.62
492,Ape Escape 3,PS2,2005,Platform,0.06,0.05,0.0,0.02,0.13
493,Ape Escape Academy,PSP,2004,Misc,0.13,0.15,0.0,0.05,0.33
494,Ape Escape Academy (jp sales),PSP,2004,Misc,0.0,0.0,0.13,0.0,0.13
495,Ape Escape: Pumped & Primed,PS2,2004,Misc,0.04,0.03,0.0,0.01,0.08
496,Apex,XB,2003,Racing,0.1,0.03,0.0,0.0,0.13
497,Apocalypse,PS,1998,Action,0.25,0.17,0.0,0.03,0.45000000000000007
498,Apollo Justice: Ace Attorney,DS,2007,Adventure,0.32,0.06,0.64,0.04,1.06
499,Aqua Aqua,PS2,2000,Puzzle,0.05,0.04,0.0,0.01,0.09999999999999999
500,Aqua Panic!,DS,2009,Puzzle,0.01,0.01,0.0,0.0,0.02
501,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,0.03,0.03,0.0,0.01,0.06999999999999999
502,Aquaman: Battle for Atlantis,GC,2003,Action,0.01,0.0,0.0,0.0,0.01
503,Aquanaut's Holiday,PS,1995,Adventure,0.01,0.01,0.0,0.0,0.02
504,Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,0.0,0.0,0.04,0.0,0.04
505,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,0.05,0.0,0.05,0.01,0.11
506,Aquarium by DS,DS,2008,Simulation,0.05,0.0,0.0,0.0,0.05
507,Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,0.05,0.04,0.06,0.02,0.16999999999999998
508,Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,0.0,0.0,0.04,0.0,0.04
509,Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,0.04,0.03,0.11,0.01,0.19
510,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,0.08,0.01,0.13,0.01,0.23
511,Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,0.0,0.0,0.1,0.0,0.1
512,Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,0.0,0.0,0.02,0.0,0.02
513,Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,0.0,0.0,0.01,0.0,0.01
514,Arc Rise Fantasia,Wii,2009,Role-Playing,0.13,0.0,0.06,0.01,0.2
515,Arc the Lad,PS,1995,Role-Playing,0.0,0.0,1.1,0.01,1.11
516,Arc the Lad II,PS,1996,Role-Playing,0.0,0.0,0.92,0.13,1.05
517,Arc the Lad III,PS,1999,Role-Playing,0.0,0.0,0.39,0.03,0.42000000000000004
518,Arc the Lad: End of Darkness,PS2,2004,Role-Playing,0.03,0.02,0.0,0.01,0.060000000000000005
519,Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,0.18,0.14,0.0,0.05,0.37
520,Arcade Hits: Frisky Tom,PS,2002,Action,0.16,0.11,0.0,0.02,0.29000000000000004
521,Arcade Party Pak,PS,1999,Misc,0.06,0.04,0.0,0.01,0.11
522,Arcade Shooting Gallery,Wii,2008,Shooter,0.18,0.0,0.0,0.01,0.19
523,Arcade Zone,Wii,2009,Misc,0.14,0.0,0.0,0.01,0.15000000000000002
524,Arcana Famiglia 2,PSP,2013,Adventure,0.0,0.0,0.02,0.0,0.02
525,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,0.0,0.0,0.05,0.0,0.05
526,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,0.0,0.0,0.02,0.0,0.02
527,Arcana Heart,PS2,2007,Fighting,0.06,0.05,0.04,0.02,0.16999999999999998
528,Arcana Heart 3,PS3,2011,Fighting,0.04,0.05,0.1,0.02,0.21
529,Arcana Heart 3,PSV,2014,Fighting,0.03,0.0,0.02,0.01,0.060000000000000005
530,Arcana Heart 3,X360,2011,Fighting,0.0,0.03,0.02,0.0,0.05
531,Arcania: Gothic 4,PC,2010,Role-Playing,0.09,0.08,0.0,0.02,0.18999999999999997
532,Arcania: Gothic 4,PS4,2015,Role-Playing,0.04,0.0,0.0,0.01,0.05
533,Arcania: Gothic 4,X360,2010,Role-Playing,0.03,0.04,0.01,0.01,0.09
534,Archer Maclean Presents: Pool Paradise,GC,2004,Sports,0.02,0.01,0.0,0.0,0.03
535,Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,0.03,0.02,0.0,0.01,0.060000000000000005
536,Archer Maclean's 3D Pool,GBA,2003,Misc,0.05,0.02,0.0,0.0,0.07
537,Archer Maclean's Mercury,PSP,2005,Puzzle,0.17,0.24,0.0,0.14,0.55
538,Arctic Tale,DS,2007,Adventure,0.13,0.0,0.0,0.01,0.14
539,Arctic Tale,Wii,2007,Adventure,0.04,0.0,0.0,0.0,0.04
540,Arctic Thunder,PS2,2001,Racing,0.17,0.14,0.0,0.05,0.36000000000000004
541,Arctic Thunder,XB,2001,Racing,0.09,0.02,0.0,0.0,0.11
542,Are You Alice?,PSP,2011,Adventure,0.0,0.0,0.02,0.0,0.02
543,Are You Smarter Than A 5th Grader?,DS,2007,Misc,0.48,0.0,0.0,0.04,0.52
544,Are You Smarter Than a 5th Grader? Back to School,DS,2010,Misc,0.08,0.0,0.0,0.01,0.09
545,Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,0.2,0.0,0.0,0.02,0.22
546,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,0.22,0.0,0.0,0.02,0.24
547,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,0.25,0.0,0.0,0.02,0.27
548,Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,0.12,0.0,0.0,0.01,0.13
549,Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,0.36,0.0,0.0,0.03,0.39
550,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,0.51,0.0,0.0,0.04,0.55
551,Area 51,PS,1996,Shooter,0.4,0.27,0.0,0.05,0.7200000000000001
552,Area 51,PS2,2005,Shooter,0.22,0.17,0.0,0.06,0.45
553,Area 51,XB,2005,Shooter,0.22,0.06,0.0,0.01,0.29000000000000004
554,Arena Football,PS2,2006,Sports,0.28,0.22,0.0,0.07,0.5700000000000001
555,Arena Football,XB,2006,Sports,0.11,0.03,0.0,0.01,0.15000000000000002
556,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,0.0,0.0,0.02,0.0,0.02
557,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,0.0,0.0,0.02,0.0,0.02
558,Arkanoid DS,DS,2007,Puzzle,0.06,0.0,0.0,0.0,0.06
559,ArmA II,PC,2009,Shooter,0.0,0.12,0.0,0.03,0.15
560,ArmA III,PC,2013,Shooter,0.0,0.1,0.0,0.02,0.12000000000000001
561,Armed and Dangerous,XB,2003,Shooter,0.09,0.03,0.0,0.0,0.12
562,Armor Ambush,2600,1981,Action,0.15,0.01,0.0,0.0,0.16
563,Armored Core,PS,1997,Simulation,0.13,0.09,0.16,0.03,0.41000000000000003
564,Armored Core 2,PS2,2000,Simulation,0.28,0.22,0.23,0.07,0.8
565,Armored Core 2: Another Age,PS2,2001,Simulation,0.11,0.08,0.19,0.03,0.41000000000000003
566,Armored Core 3,PS2,2002,Simulation,0.22,0.17,0.23,0.06,0.6799999999999999
567,Armored Core 3 Portable,PSP,2009,Simulation,0.0,0.0,0.08,0.0,0.08
568,Armored Core 4,PS3,2006,Simulation,0.09,0.0,0.09,0.01,0.19
569,Armored Core 4,X360,2007,Simulation,0.19,0.01,0.03,0.02,0.25
570,Armored Core SL: Silent Line Portable,PSP,2009,Simulation,0.0,0.0,0.03,0.0,0.03
571,Armored Core V,PS3,2012,Simulation,0.09,0.04,0.24,0.02,0.39
572,Armored Core V,X360,2012,Simulation,0.13,0.03,0.04,0.01,0.21000000000000002
573,Armored Core: For Answer,PS3,2008,Simulation,0.06,0.02,0.1,0.01,0.19
574,Armored Core: For Answer,X360,2008,Simulation,0.06,0.01,0.07,0.01,0.15000000000000002
575,Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,0.05,0.0,0.0,0.0,0.05
576,Armored Core: Last Raven,PS2,2005,Simulation,0.05,0.04,0.08,0.01,0.18
577,Armored Core: Last Raven Portable,PSP,2010,Simulation,0.0,0.0,0.03,0.0,0.03
578,Armored Core: Master of Arena,PS,1999,Simulation,0.07,0.05,0.13,0.02,0.27
579,Armored Core: Nexus,PS2,2004,Simulation,0.06,0.05,0.14,0.02,0.27
580,Armored Core: Nine Breaker,PS2,2004,Simulation,0.03,0.03,0.0,0.01,0.06999999999999999
581,Armored Core: Project Phantasma,PS,1997,Simulation,0.06,0.04,0.15,0.02,0.27
582,Armored Core: Silent Line,PS2,2003,Simulation,0.07,0.06,0.16,0.02,0.31000000000000005
583,Armored Core: Verdict Day,PS3,2013,Simulation,0.0,0.0,0.12,0.0,0.12
