,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
301,Are You Smarter Than a 5th Grader? Back to School,DS,2010,Misc,THQ,0.08,0,0,0.01
302,Crazy Taxi 2,DC,2001,Racing,Sega,0,0,0.07,0
303,Panzer Dragoon,SAT,1995,Shooter,Sega,0,0,0.37,0
305,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,Action,Activision,0.32,0.04,0.01,0.04
306,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,0.02,0,0
307,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0,0,0.02,0
308,Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,0.06,0,0.22,0.01
309,Viz,N64,1998,Racing,Acclaim Entertainment,0.23,0.06,0,0
310,Activision Anthology,GBA,2003,Misc,Activision,0.03,0.01,0,0
311,The Crew,XOne,2014,Racing,Ubisoft,0.24,0.34,0,0.05
312,Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,0.53,0.02,0,0.04
313,Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0,0.02
314,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01
315,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0,0.02,0,0
316,Soma Bringer,DS,2008,Role-Playing,Nintendo,0,0,0.11,0
317,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0,0.01
318,Criminal Girls 2,PSV,2015,Role-Playing,Nippon Ichi Software,0,0,0.03,0
319,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0
320,50 Cent: Bulletproof,PSP,2006,Action,Vivendi Games,0.08,0,0,0.01
321,de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0,0.02
322,The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0,0.03
323,And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0,0.03
324,Sonic Adventure,DC,1998,Platform,Sega,1.26,0.61,0.46,0.08
325,Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,0.07,0.05,0,0.01
326,Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0,0,0.03
327,FIFA 15,PC,2014,Sports,Electronic Arts,0,0.27,0,0.03
328,WWE '13,Wii,2012,Action,THQ,0.12,0.02,0,0.01
329,The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.03,0.02,0,0
330,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0,0,0.01,0
331,Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01
332,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest,0,0.01,0,0
333,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0,0,0.01
334,Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.58,0.45,0,0.14
335,Fantastic Four,PS,1997,Action,Acclaim Entertainment,0.04,0.03,0,0
336,Army Men: Sarge's War,GC,2004,Shooter,Global Star,0.12,0.03,0,0
337,Uppers,PSV,2016,Action,Marvelous Entertainment,0,0,0.01,0
338,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24
339,Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo,0,0,0.08,0
340,Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0,0,0.17,0
341,Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01
342,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01
343,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16
344,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0,0.02
345,Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0,0,0.06,0
346,Super Bomberman,SNES,1992,Puzzle,Hudson Soft,0,0,0.57,0
347,SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.26,0,0.08
348,Vanark,PS,1999,Shooter,Jaleco,0.01,0.01,0,0
349,99 no Namida,DS,2008,Adventure,Namco Bandai Games,0,0,0.04,0
350,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010,Misc,Deep Silver,0,0.07,0,0.01
351,PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Namco Bandai Games,0.05,0.04,0,0.01
352,Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,0.04,0.03,0.36,0.01
353,All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01
354,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.03,0
355,The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.12,0,0.03
356,Street Fighter V,PC,2016,Fighting,Capcom,0,0.05,0,0
357,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,0.57,0.87,0.02,0.09
359,Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0,0
360,Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0,0,0.03,0
361,Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,0.35,0.06,0,0
362,Full House Kiss 2,PS2,2006,Adventure,Capcom,0,0,0.02,0
363,Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,0,0,0.19,0
364,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,0,0,0.26,0
365,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0,0.09
366,Mad Max (2015),XOne,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0,0.04
367,The Sims 2,DS,2005,Simulation,Electronic Arts,0.82,0.07,0,0.07
368,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0,0.03
369,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0,0,0.03,0
370,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,0.21,0,0,0.02
371,FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05
372,Rugrats in Paris: The Movie,N64,2000,Action,THQ,0.4,0.09,0,0.01
373,SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04
374,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.33,0.21,0,0.06
375,WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0,0.01
376,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,0.23,0,0,0.02
377,Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.44,0.09,0.21
378,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22
379,Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0,0.01
380,Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0,0.04
381,Demolition Racer,PS,1998,Racing,Infogrames,0.17,0.12,0,0.02
382,Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,0,0,0.02,0
383,Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0,0.02
384,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.64,2.48,0.44,0.58
385,G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0,0.03
386,Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0,0
387,Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0,0,0
388,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.56,0.1,0.27,0.05
389,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,0,0,0.05,0
390,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0,0,0.26,0
391,Scooby-Doo! and the Spooky Swamp,DS,2010,Action,Warner Bros. Interactive Entertainment,0.26,0.1,0,0.03
392,War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0,0
393,Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03
394,Kanon,DC,2000,Adventure,NEC Interchannel,0,0,0.06,0
395,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0,0.02,0,0
396,World Racing,XB,2003,Racing,TDK Mediactive,0.05,0.01,0,0
397,Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0,0,0.12,0
398,Onimusha Tactics,GBA,2003,Strategy,Capcom,0.06,0.02,0,0
399,The Dog Island,PS2,2007,Adventure,Ubisoft,0.13,0.1,0,30K
400,Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0
401,The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,0.02,0,0,0
402,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.21,0.02,0,0.02
403,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0,0.01
404,Syberia,DS,2008,Action,Mindscape,0.1,0.02,0,0.01
405,Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0,0,0.5,0
406,JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0,0,0
407,Evil Dead: Regeneration,XB,2005,Action,THQ,0.06,0.02,0,0
409,Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0,0
410,Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.37,0,0,0.04
411,One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0,0.09,0.19,0.01
412,Frogger Beyond,XB,2002,Platform,Konami Digital Entertainment,0.06,0.02,0,0
413,Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0,0,0.04,0
414,Centipede: Infestation,Wii,2011,Shooter,Atari,0.06,0,0,0
415,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0,0,0.21,0.01
416,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02
417,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0,0,0.02,0
418,The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.12,0,0,0.01
419,Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.5,0.32,0.02,0.1
420,Exstetra,PSV,2013,Role-Playing,FuRyu,0,0,0.03,0
421,Pac-Man & Galaga Dimensions,3DS,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01
422,Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0,0.07
423,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0,0,0.01,0
424,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,0
425,Rec Room Games,DS,2011,Sports,Destineer,0.07,0,0,0
426,Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,0.05
427,FIFA Street,GC,2005,Sports,Electronic Arts,0.04,0.01,0,0
428,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0,0,0.12,0
429,Monster Jam: Urban Assault,Wii,2008,Racing,Activision,0.39,0,0,0.03
431,WSC Real 11: World Snooker Championship,PS3,2011,Sports,Koch Media,0,0.07,0,0.02
432,Sitting Ducks,GBA,2003,Platform,LSP Games,0.02,0.01,0,0
433,Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01
434,Mafia,PC,2002,Action,Take-Two Interactive,0,0.04,0,0.01
435,Casper,GBA,2002,Adventure,Microids,0.01,0,0,0
436,Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,0.01,0.01,0,0
437,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.03,0
438,Super Baseball Simulator 1.000,SNES,1991,Sports,Culture Brain,0,0,0.2,0
439,Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000,Misc,Sony Computer Entertainment,0.05,0.03,0,0.01
440,WWII Aces,Wii,2008,Simulation,Destineer,0.27,0,0,0.02
441,Irritating Stick,PS,1998,Action,Saurus,0.01,0.01,0,0
442,Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,0.3,0.23,0,0.08
443,U-Sing  2,Wii,2010,Misc,Mindscape,0,0.08,0,0.01
444,The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0,0.06
445,Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13
446,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0,0.18
447,Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,0.58M,0.47,0.01,0.1
448,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.28,0.23,0,0.04
449,Fortune Street,Wii,2011,Misc,Nintendo,0.27,0.04,0.17,0.02
450,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0,0.07
451,Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05
452,TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,0.01,0,0
453,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,Hackberry,0,0,0.03,0
454,Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,0.16,0.13,0,0.04
455,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0,0.02
456,FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0,0.12
457,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0,0.02
458,F1 2010,PS3,2010,Racing,Codemasters,0.25M,0.76,0.08,0.27
459,Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,0,0,0.03,0
460,Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.27M,0.01,0.04
461,Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0,0.02
462,Mario's Picross,GB,1995,Puzzle,Nintendo,0,0,0.62,0
463,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07
464,Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,0.16,0,0,0.01
465,Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0,0,0.01
466,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02
467,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.15M,0.03,0.06
468,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0,0
469,Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0,0,0.01
470,Super Robot Spirits,N64,1998,Fighting,Banpresto,0,0,0.04,0.03
471,Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0,0
472,FIFA Street 2,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04
473,Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0,0.01,0,0
474,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77
475,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0,0,0.04,0
476,Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0,0,0.03,0
477,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0,0,0.02,0
478,Derby Stallion 64,N64,2001,Sports,Media Factory,0,0,0.15,0
479,In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01
480,Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0,0.01
481,San Goku Shi Taisen Ten,DS,2008,Strategy,Sega,0,0,0.07,0
482,Madden NFL 2002,GC,2001,Sports,Electronic Arts,0.47,0.12,0,0.02
483,Mappy,NES,1984,Platform,Namco Bandai Games,0,0,0.69,0
484,Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0,0,0.06,0
485,Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,0,0,0.97,0
486,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.97,0,0.39
487,Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,0.13,0.07,0,0.44
488,Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01
489,Shadow Master,PS,1997,Adventure,Psygnosis,0.05,0.04,0,0.01
490,Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.34,0.2,0.13
491,Mafia II,PS3,2010,Action,Take-Two Interactive,0.5,0.72,0.04,0.26
492,Skate,PS3,2007,Sports,Electronic Arts,0.29,0.05,0,0.04
493,Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01M,0.04
494,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0,0,0.11,0
495,SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,0,0,0
496,Puyo Pop,GBA,2001,Puzzle,Sega,0.04,0.01,0,0
497,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0,0,0
498,Front Mission 2,PS,1997,Strategy,SquareSoft,0,0,0.49,0.03
499,Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0,0.16
500,Blood: The Last Vampire (Joukan),PS2,2000,Adventure,Sony Computer Entertainment,0,0,0.09,0
501,Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.36,0
502,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,620K,0.18,0.16
503,Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0,0.01
504,Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,0.42,0.08,0,0.04
505,Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,0,0.07,0,0.01
506,Winning Post 7: Maximum 2007,PS3,2007,Sports,Tecmo Koei,0,0,0.02,0
507,Resident Evil: Outbreak,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1
508,Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,0,0,0.01,0
509,Rudolph the Red-Nosed Reindeer,DS,2010,Action,Crave Entertainment,0.15,0,0,0.01
510,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07
511,Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,Nintendo,3.44,5.36,5.32,1.18
512,Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,0.5,0.02,0,0.08
513,Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0,0,0.01
514,NHRA Championship Drag Racing,PS2,2005,Racing,ValuSoft,0.12,0.09,0,0.03
515,Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0,0,0.02
516,Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,0.55,0.14,0,0.02
517,The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05
518,Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0,0,0
519,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12
520,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.01,0.03,0,0.01
521,Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0,0.01
522,Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0,0.11
523,Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.07,0.04,0,0.01
524,Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0,0
525,Disney Magical World,3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03
526,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0
527,Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01
528,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0,0
529,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0
530,WWE All Stars,PSP,2011,Fighting,THQ,0.12,0.04,0,0.03
531,Worms: Open Warfare 2,DS,2007,Strategy,THQ,0.07,0.25,0,0.04
532,7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,0.03,0,0.12,0
533,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,0,0,0.27,0
534,NHL 12,X360,2011,Sports,Electronic Arts,0.55,0.1,0,0.05
535,RACE On,PC,2009,Racing,bitComposer Games,0,0.03,0,0.01
536,Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,0.01,0,0.15,0
537,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11
538,Cars: Race-O-Rama,PS3,2009,Racing,THQ,0.14,0.03,0,0.02
539,Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0,0.11
540,Pro Yakyuu Family Stadium '88,NES,1988,Sports,Namco Bandai Games,0.1,0,1.08,0
541,The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.29,0.22,0,0.09
542,Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0,0
543,Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0
544,Battalion Wars 2,Wii,2007,Strategy,Nintendo,0.22,0.03,0.08,0.02
545,Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0
546,Lord of the Rings: Tactics,PSP,2005,Strategy,Electronic Arts,0.11,0.02,0,0.02
547,Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0,0,0.03,0
549,Anarchy Reigns,X360,2012,Action,Sega,0.11,0.02,0.02,0.01
550,Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0,0.03
551,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0,0.03
552,Formula 1: Championship Edition,PS3,2006,Racing,Sony Computer Entertainment,0,0.57,0.04,0
553,Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,0,0,0.05,0
554,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0,0.07
555,Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0,0
556,Megamind: The Blue Defender,PSP,2010,Adventure,THQ,0.08,0.03,0,0.02
557,Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03
558,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,D3Publisher,0,0,0.08,0
559,MLB 2K9 Fantasy All-Stars,DS,2009,Sports,Take-Two Interactive,0.08,0,0,0.01
560,Finding Nemo: The Continuing Adventures,GBA,2004,Action,THQ,0.21,0.08,0,0.01
561,Stormrise,PS3,2009,Strategy,Sega,0.13,0.02,0,0.02
562,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24
563,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Role-Playing,Atlus,0.13,0.03,0.11,0.03
564,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0,0.01
565,Braid,PC,2009,Platform,Number None,0,0.02,0,0.01
566,SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,0.13,0,0.01,0.01
567,DJ Star,DS,2009,Misc,Deep Silver,0.01,0,0,0
568,The Fifth Element,PS,1998,Action,Sony Computer Entertainment,0.08,0.05,0,0.01
569,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1.02,0.05,0.39
570,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72
571,Midnight Play! Pack,DS,2008,Misc,Ubisoft,0.08,0,0,0.01
572,Tales of Rebirth,PSP,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0
573,True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0,0.01
574,Kabuki Warriors,XB,2001,Action,Genki,0.05,0.01,0,0
575,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0,0.01
576,Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.32,0.04,0.11,0.04
577,Mario Kart 64,N64,1996,Racing,Nintendo,5.55M,1.94,2.23,0.15
578,Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09
579,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02
580,Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05
581,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0,0,1.07,0.07
582,Resident Evil - Code: Veronica,DC,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03
583,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005,Platform,THQ,0.33,0.12,0,0.01
584,Imagine: Figure Skater (US sales),DS,2007,Sports,Ubisoft,0.46,0.01,0M,0
585,The Wolf Among Us,PS3,2014,Adventure,Telltale Games,0.05,0.03,0,0.02
586,Book of Spells,PS3,2012,Action,Sony Computer Entertainment,0.13,0.4,0,0.16
587,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0,0,0.03,0
588,Rock Blast,Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0
589,Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.1,0.11,0.05
590,Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,0.08,0,0,0.01
591,Nintendo Presents: Crossword Collection,DS,2009,Puzzle,Nintendo,0,0.21,0,0.02
592,My Farm Around the World,DS,2008,Simulation,Atari,0.11,0,0,0.01
593,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,Namco Bandai Games,0,0,0.18,0
594,Arcade Zone,Wii,2009,Misc,Activision,0.14,0,0,0.01
595,Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28
596,Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05
597,My Animal Centre,Wii,2009,Simulation,Deep Silver,0,0.02,0,0
598,Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0,0,0.01
599,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.17,0.01,0.04
600,MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0,0,0.02
601,Barbie as The Island Princess,GBA,2007,Adventure,Activision,0.16,0.06,0,0
602,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19
603,Unreal Tournament III,PS3,2007,Shooter,Midway Games,0.33,0.24,0,0.11
