,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
322,Alien Syndrome,PSP,2007,Role-Playing,0.07,0.0,0.0,0.01
323,Alien Syndrome,Wii,2007,Role-Playing,0.06,0.0,0.0,0.0
324,Alien Trilogy,PS,1996,Shooter,0.24,0.16,0.04,0.03
325,Alien's Return,2600,1982,Action,0.32,0.02,0.0,0.0
326,Alien: Isolation,PC,2014,Shooter,0.0,0.13,0.0,0.01
327,Alien: Isolation,PS3,2014,Shooter,0.12,0.19,0.0,0.07
328,Alien: Isolation,PS4,2014,Shooter,0.34,0.56,0.04,0.19
329,Alien: Isolation,X360,2014,Shooter,0.15,0.13,0.0,0.03
330,Alien: Isolation,XOne,2014,Shooter,0.22,0.24,0.0,0.04
331,Alienators: Evolution Continues,GBA,2001,Action,0.03,0.01,0.0,0.0
332,Aliens in the Attic,DS,2009,Action,0.05,0.0,0.0,0.0
333,Aliens in the Attic,Wii,2009,Action,0.07,0.0,0.0,0.01
334,Aliens versus Predator: Extinction,PS2,2003,Strategy,0.09,0.07,0.0,0.02
335,Aliens versus Predator: Extinction,XB,2003,Strategy,0.06,0.02,0.0,0.0
336,Aliens vs Predator,PC,2010,Shooter,0.0,0.17,0.0,0.02
337,Aliens vs Predator,PS3,2010,Shooter,0.41,0.47,0.0,0.18
338,Aliens vs Predator,X360,2010,Shooter,0.55,0.4,0.0,0.11
339,Aliens vs Predator: Requiem,PSP,2007,Action,0.03,0.12,0.0,0.07
340,Aliens: Colonial Marines,PC,2013,Shooter,0.1,0.06,0.0,0.02
341,Aliens: Colonial Marines,PS3,2013,Shooter,0.2,0.31,0.0,0.13
342,Aliens: Colonial Marines,X360,2013,Shooter,0.36,0.37,0.0,0.07
343,Aliens: Infestation,DS,2011,Action,0.1,0.06,0.0,0.02
344,All Grown Up! Express Yourself,GBA,2004,Misc,0.13,0.05,0.0,0.0
345,All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.17,0.06,0.0,0.0
346,All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,0.0,0.0,0.15,0.0
347,All Kamen Rider: Rider Generation,DS,2011,Action,0.0,0.0,0.12,0.0
348,All Kamen Rider: Rider Generation 2,DS,2012,Action,0.0,0.0,0.1,0.0
349,All Kamen Rider: Rider Generation 2,PSP,2012,Action,0.0,0.0,0.06,0.0
350,All Points Bulletin,PC,2010,Role-Playing,0.0,0.03,0.0,0.01
351,All Star Cheer Squad,DS,2008,Sports,0.26,0.0,0.0,0.02
352,All Star Cheer Squad,Wii,2008,Sports,0.43,0.29,0.0,0.08
353,All Star Cheer Squad 2,Wii,2009,Sports,0.12,0.0,0.0,0.01
354,All Star Karate,Wii,2010,Action,0.14,0.07,0.0,0.02
355,All Star Pro-Wrestling,PS2,2000,Fighting,0.0,0.0,0.2,0.0
356,All Star Tennis 99,N64,1999,Sports,0.04,0.01,0.0,0.0
357,All-Pro Football 2K8,PS3,2007,Sports,0.14,0.0,0.0,0.01
358,All-Pro Football 2K8,X360,2007,Sports,0.24,0.0,0.0,0.02
359,All-Star Baseball 2000,N64,1999,Sports,0.36,0.03,0.0,0.0
360,All-Star Baseball 2001,N64,2000,Sports,0.22,0.01,0.0,0.0
361,All-Star Baseball 2002,GC,2001,Sports,0.17,0.04,0.0,0.01
362,All-Star Baseball 2002,PS2,2001,Sports,0.27,0.21,0.0,0.07
363,All-Star Baseball 2003,GBA,2002,Sports,0.11,0.04,0.0,0.0
364,All-Star Baseball 2003,GC,2002,Sports,0.12,0.03,0.0,0.0
365,All-Star Baseball 2003,PS2,2002,Sports,0.38,0.29,0.0,0.1
366,All-Star Baseball 2003,XB,2002,Sports,0.19,0.06,0.0,0.01
367,All-Star Baseball 2004,GBA,2003,Sports,0.05,0.02,0.0,0.0
368,All-Star Baseball 2004,GC,2003,Sports,0.06,0.02,0.0,0.0
369,All-Star Baseball 2004,PS2,2003,Sports,0.21,0.16,0.0,0.05
370,All-Star Baseball 2004,XB,2003,Sports,0.1,0.03,0.0,0.0
371,All-Star Baseball 99,N64,1998,Sports,0.44,0.04,0.0,0.0
372,Alleyway,GB,1989,Puzzle,0.96,0.38,0.55,0.05
373,Allied General,PS,1996,Strategy,0.11,0.07,0.0,0.01
374,Alone in the Dark,PC,2008,Adventure,0.0,0.01,0.0,0.0
375,Alone in the Dark,PS2,2008,Adventure,0.03,0.02,0.0,0.01
376,Alone in the Dark,Wii,2008,Adventure,0.09,0.08,0.0,0.02
377,Alone in the Dark,X360,2008,Adventure,0.14,0.3,0.0,0.05
378,Alone in the Dark: Inferno,PS3,2008,Adventure,0.09,0.03,0.0,0.02
379,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,0.17,0.12,0.0,0.02
380,Alpha Protocol,PC,2010,Role-Playing,0.0,0.03,0.0,0.01
381,Alpha Protocol,PS3,2010,Role-Playing,0.19,0.18,0.0,0.07
382,Alpha Protocol,X360,2010,Role-Playing,0.23,0.13,0.0,0.04
383,Alpha and Omega,DS,2010,Action,0.06,0.0,0.0,0.0
384,Alter Echo,PS2,2003,Shooter,0.06,0.05,0.0,0.02
385,Alter Echo,XB,2003,Shooter,0.04,0.01,0.0,0.0
386,Alter Ego,PC,1985,Simulation,0.0,0.03,0.0,0.01
387,Altered Beast: Guardian of the Realms,GBA,2002,Action,0.07,0.02,0.0,0.0
388,Alundra,PS,1997,Role-Playing,0.13,0.09,0.0,0.01
389,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,0.15,0.1,0.0,0.02
390,Alvin and the Chipmunks,DS,2007,Misc,0.12,0.0,0.0,0.01
391,Alvin and the Chipmunks,PS2,2007,Misc,0.04,0.03,0.0,0.01
392,Alvin and the Chipmunks,Wii,2007,Misc,0.05,0.0,0.0,0.0
393,Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,0.07,0.03,0.0,0.01
394,Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,0.08,0.01,0.0,0.01
395,Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,0.08,0.01,0.0,0.01
396,Alvin and the Chipmunks: The Squeakquel,DS,2009,Misc,0.28,0.0,0.0,0.02
397,Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,0.09,0.0,0.0,0.01
398,Amagami,PS2,2009,Adventure,0.0,0.0,0.13,0.0
399,Amagami,PSP,2011,Adventure,0.0,0.0,0.15,0.0
400,Amagami,PSV,2014,Adventure,0.0,0.0,0.04,0.0
401,Amagoushi no Yakata,PS2,2007,Adventure,0.0,0.0,0.02,0.0
402,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,0.0,0.0,0.02,0.0
403,Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,0.13,0.08,0.0,0.02
404,Amazing Island,GC,2004,Strategy,0.04,0.01,0.0,0.0
405,America Oudan Ultra-Quiz,SAT,1995,Misc,0.0,0.0,0.02,0.0
406,America's Army: Rise of a Soldier,XB,2005,Shooter,0.19,0.05,0.0,0.01
407,America's Army: True Soldiers,X360,2007,Shooter,0.08,0.0,0.0,0.01
408,America's Next Top Model,DS,2008,Action,0.1,0.0,0.0,0.01
409,America's Next Top Model,Wii,2010,Action,0.08,0.0,0.0,0.01
410,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,0.25,0.0,0.0,0.02
411,American Bass Challenge,GBA,2001,Sports,0.03,0.01,0.0,0.0
412,American Chopper,PS2,2004,Racing,0.35,0.01,0.0,0.06
413,American Chopper,XB,2004,Racing,0.11,0.03,0.0,0.01
414,American Chopper 2: Full Throttle,GC,2005,Racing,0.04,0.01,0.0,0.0
415,American Chopper 2: Full Throttle,PS2,2005,Racing,0.09,0.07,0.0,0.02
416,American Chopper 2: Full Throttle,XB,2005,Racing,0.04,0.01,0.0,0.0
417,American Girl: Julie Finds a Way,DS,2007,Adventure,0.1,0.0,0.0,0.01
418,American Girl: Kit Mystery Challenge!,DS,2008,Adventure,0.42,0.0,0.0,0.03
419,American Idol,GBA,2003,Misc,0.15,0.06,0.0,0.0
420,American Idol,PS2,2003,Misc,0.27,0.21,0.0,0.07
421,Amnesia,PSP,2011,Adventure,0.0,0.0,0.04,0.0
422,Amnesia Crowd,PSP,2013,Misc,0.0,0.0,0.05,0.0
423,Amnesia Later,PSP,2012,Misc,0.0,0.0,0.05,0.0
424,Amnesia Later,PSV,2014,Misc,0.0,0.0,0.01,0.0
425,Amped 2,XB,2003,Sports,0.2,0.04,0.0,0.01
426,Amped 3,X360,2005,Sports,0.13,0.02,0.0,0.01
427,Amped: Freestyle Snowboarding,XB,2001,Sports,0.69,0.11,0.0,0.02
428,Amplitude,PS2,2003,Misc,0.09,0.07,0.0,0.02
429,An American Tail: Fievel's Gold Rush,GBA,2002,Platform,0.02,0.01,0.0,0.0
430,Anarchy Reigns,PS3,2012,Action,0.1,0.03,0.06,0.02
431,Anarchy Reigns,X360,2012,Action,0.11,0.02,0.02,0.01
432,And1 Streetball,PS2,2006,Action,0.13,0.1,0.0,0.03
433,And1 Streetball,XB,2006,Action,0.06,0.02,0.0,0.0
434,Andretti Racing,PS,1996,Racing,0.43,0.29,0.0,0.05
435,Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,0.12,0.08,0.0,0.01
436,Angelique Duet,PS,1998,Strategy,0.0,0.0,0.04,0.0
437,Angelique Retour,PSV,2015,Action,0.0,0.0,0.02,0.0
438,Angelique Trois,PS2,2000,Adventure,0.0,0.0,0.06,0.0
439,Angelique: Maren no Rokukishi,PSP,2011,Adventure,0.0,0.0,0.03,0.0
440,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,0.0,0.03,0.0,0.0
441,Angry Birds,PC,2011,Puzzle,0.0,0.18,0.0,0.05
442,Angry Birds Star Wars,3DS,2013,Strategy,0.15,0.15,0.0,0.03
443,Angry Birds Star Wars,PS3,2013,Strategy,0.1,0.17,0.0,0.06
444,Angry Birds Star Wars,PS4,2013,Strategy,0.1,0.08,0.0,0.03
445,Angry Birds Star Wars,PSV,2013,Strategy,0.05,0.04,0.0,0.03
446,Angry Birds Star Wars,Wii,2013,Strategy,0.21,0.1,0.0,0.03
447,Angry Birds Star Wars,WiiU,2013,Strategy,0.06,0.04,0.0,0.01
448,Angry Birds Star Wars,X360,2013,Strategy,0.16,0.11,0.0,0.03
449,Angry Birds Star Wars,XOne,2013,Strategy,0.11,0.04,0.0,0.01
450,Angry Birds Trilogy,3DS,2012,Action,0.38,0.2,0.0,0.05
451,Angry Birds Trilogy,PS3,2012,Action,0.12,0.02,0.0,0.02
452,Angry Birds Trilogy,X360,2012,Action,0.18,0.06,0.0,0.02
453,Angry Birds: Rio,PC,2011,Puzzle,0.0,0.07,0.0,0.02
454,AniMates!,DS,2007,Simulation,0.02,0.0,0.0,0.0
455,Anima - Gate of Memories,PS4,2016,Action,0.0,0.02,0.0,0.0
456,Animal Crossing,GC,2001,Simulation,1.92,0.16,0.99,0.09
457,Animal Crossing: Amiibo Festival,WiiU,2015,Misc,0.19,0.11,0.09,0.03
458,Animal Crossing: City Folk,Wii,2008,Simulation,1.87,1.12,1.32,0.37
459,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,0.47,1.0,1.39,0.12
460,Animal Crossing: New Leaf,3DS,2012,Simulation,2.01,2.32,4.36,0.41
461,Animal Crossing: Wild World,DS,2005,Simulation,2.55,3.52,5.33,0.88
462,Animal Genius,DS,2007,Puzzle,0.11,0.0,0.0,0.01
463,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,0.07,0.0,0.0,0.01
464,Animal Paradise,DS,2007,Simulation,0.09,0.14,0.0,0.02
465,Animal Planet: Emergency Vets,DS,2009,Simulation,0.08,0.0,0.0,0.01
466,Animal Planet: Vet Collection,DS,2010,Simulation,0.05,0.0,0.0,0.0
467,Animal Planet: Vet Life,DS,2009,Simulation,0.1,0.0,0.0,0.01
468,Animal Planet: Vet Life,Wii,2009,Simulation,0.09,0.0,0.0,0.01
469,Animaniacs Ten Pin Alley,PS,1998,Sports,0.36,0.25,0.0,0.04
470,Animaniacs: The Great Edgar Hunt,GC,2005,Platform,0.02,0.01,0.0,0.0
471,Animorphs: Shattered Reality,PS,2000,Action,0.03,0.02,0.0,0.0
472,Anno 1701: Dawn of Discovery,DS,2007,Simulation,0.07,0.06,0.0,0.02
473,Anno 2070,PC,2011,Strategy,0.0,1.13,0.0,0.32
474,Anno 2205,PC,2015,Strategy,0.02,0.22,0.0,0.01
475,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,0.0,0.0,0.02,0.0
476,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,0.0,0.03,0.03,0.0
477,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,0.0,0.0,0.06,0.0
478,Ant Nation,DS,2009,Simulation,0.06,0.01,0.0,0.01
479,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,0.0,0.0,0.02,0.0
480,Antz Extreme Racing,PS2,2002,Racing,0.02,0.02,0.0,0.01
481,Antz Extreme Racing,XB,2002,Racing,0.01,0.0,0.0,0.0
482,Anubis II,Wii,2007,Platform,0.06,0.0,0.0,0.0
483,Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,0.0,0.0,0.04,0.0
484,Ao no Kanata no Four Rhythm,PSV,2016,Adventure,0.0,0.0,0.03,0.0
485,Aoishiro,PS2,2008,Adventure,0.0,0.0,0.02,0.0
486,Apache: Air Assault,PS3,2010,Simulation,0.11,0.07,0.0,0.03
487,Apache: Air Assault,X360,2010,Simulation,0.12,0.04,0.0,0.01
488,Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,0.0,0.04,0.0,0.01
489,Ape Escape,PS,1999,Platform,0.71,0.48,0.32,0.11
490,Ape Escape,PS3,2010,Platform,0.0,0.03,0.0,0.01
491,Ape Escape 2,PS2,2002,Platform,0.12,0.09,0.38,0.03
492,Ape Escape 3,PS2,2005,Platform,0.06,0.05,0.0,0.02
493,Ape Escape Academy,PSP,2004,Misc,0.13,0.15,0.0,0.05
494,Ape Escape Academy (jp sales),PSP,2004,Misc,0.0,0.0,0.13,0.0
495,Ape Escape: Pumped & Primed,PS2,2004,Misc,0.04,0.03,0.0,0.01
496,Apex,XB,2003,Racing,0.1,0.03,0.0,0.0
497,Apocalypse,PS,1998,Action,0.25,0.17,0.0,0.03
498,Apollo Justice: Ace Attorney,DS,2007,Adventure,0.32,0.06,0.64,0.04
499,Aqua Aqua,PS2,2000,Puzzle,0.05,0.04,0.0,0.01
500,Aqua Panic!,DS,2009,Puzzle,0.01,0.01,0.0,0.0
501,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,0.03,0.03,0.0,0.01
502,Aquaman: Battle for Atlantis,GC,2003,Action,0.01,0.0,0.0,0.0
503,Aquanaut's Holiday,PS,1995,Adventure,0.01,0.01,0.0,0.0
504,Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,0.0,0.0,0.04,0.0
505,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,0.05,0.0,0.05,0.01
506,Aquarium by DS,DS,2008,Simulation,0.05,0.0,0.0,0.0
507,Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,0.05,0.04,0.06,0.02
508,Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,0.0,0.0,0.04,0.0
509,Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,0.04,0.03,0.11,0.01
510,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,0.08,0.01,0.13,0.01
511,Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,0.0,0.0,0.1,0.0
512,Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,0.0,0.0,0.02,0.0
513,Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,0.0,0.0,0.01,0.0
514,Arc Rise Fantasia,Wii,2009,Role-Playing,0.13,0.0,0.06,0.01
515,Arc the Lad,PS,1995,Role-Playing,0.0,0.0,1.1,0.01
516,Arc the Lad II,PS,1996,Role-Playing,0.0,0.0,0.92,0.13
517,Arc the Lad III,PS,1999,Role-Playing,0.0,0.0,0.39,0.03
518,Arc the Lad: End of Darkness,PS2,2004,Role-Playing,0.03,0.02,0.0,0.01
519,Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,0.18,0.14,0.0,0.05
520,Arcade Hits: Frisky Tom,PS,2002,Action,0.16,0.11,0.0,0.02
521,Arcade Party Pak,PS,1999,Misc,0.06,0.04,0.0,0.01
522,Arcade Shooting Gallery,Wii,2008,Shooter,0.18,0.0,0.0,0.01
523,Arcade Zone,Wii,2009,Misc,0.14,0.0,0.0,0.01
524,Arcana Famiglia 2,PSP,2013,Adventure,0.0,0.0,0.02,0.0
525,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,0.0,0.0,0.05,0.0
526,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,0.0,0.0,0.02,0.0
527,Arcana Heart,PS2,2007,Fighting,0.06,0.05,0.04,0.02
528,Arcana Heart 3,PS3,2011,Fighting,0.04,0.05,0.1,0.02
529,Arcana Heart 3,PSV,2014,Fighting,0.03,0.0,0.02,0.01
530,Arcana Heart 3,X360,2011,Fighting,0.0,0.03,0.02,0.0
531,Arcania: Gothic 4,PC,2010,Role-Playing,0.09,0.08,0.0,0.02
532,Arcania: Gothic 4,PS4,2015,Role-Playing,0.04,0.0,0.0,0.01
533,Arcania: Gothic 4,X360,2010,Role-Playing,0.03,0.04,0.01,0.01
534,Archer Maclean Presents: Pool Paradise,GC,2004,Sports,0.02,0.01,0.0,0.0
535,Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,0.03,0.02,0.0,0.01
536,Archer Maclean's 3D Pool,GBA,2003,Misc,0.05,0.02,0.0,0.0
537,Archer Maclean's Mercury,PSP,2005,Puzzle,0.17,0.24,0.0,0.14
538,Arctic Tale,DS,2007,Adventure,0.13,0.0,0.0,0.01
539,Arctic Tale,Wii,2007,Adventure,0.04,0.0,0.0,0.0
540,Arctic Thunder,PS2,2001,Racing,0.17,0.14,0.0,0.05
541,Arctic Thunder,XB,2001,Racing,0.09,0.02,0.0,0.0
542,Are You Alice?,PSP,2011,Adventure,0.0,0.0,0.02,0.0
543,Are You Smarter Than A 5th Grader?,DS,2007,Misc,0.48,0.0,0.0,0.04
544,Are You Smarter Than a 5th Grader? Back to School,DS,2010,Misc,0.08,0.0,0.0,0.01
545,Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,0.2,0.0,0.0,0.02
546,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,0.22,0.0,0.0,0.02
547,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,0.25,0.0,0.0,0.02
548,Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,0.12,0.0,0.0,0.01
549,Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,0.36,0.0,0.0,0.03
550,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,0.51,0.0,0.0,0.04
551,Area 51,PS,1996,Shooter,0.4,0.27,0.0,0.05
552,Area 51,PS2,2005,Shooter,0.22,0.17,0.0,0.06
553,Area 51,XB,2005,Shooter,0.22,0.06,0.0,0.01
554,Arena Football,PS2,2006,Sports,0.28,0.22,0.0,0.07
555,Arena Football,XB,2006,Sports,0.11,0.03,0.0,0.01
556,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,0.0,0.0,0.02,0.0
557,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,0.0,0.0,0.02,0.0
558,Arkanoid DS,DS,2007,Puzzle,0.06,0.0,0.0,0.0
559,ArmA II,PC,2009,Shooter,0.0,0.12,0.0,0.03
560,ArmA III,PC,2013,Shooter,0.0,0.1,0.0,0.02
561,Armed and Dangerous,XB,2003,Shooter,0.09,0.03,0.0,0.0
562,Armor Ambush,2600,1981,Action,0.15,0.01,0.0,0.0
563,Armored Core,PS,1997,Simulation,0.13,0.09,0.16,0.03
564,Armored Core 2,PS2,2000,Simulation,0.28,0.22,0.23,0.07
565,Armored Core 2: Another Age,PS2,2001,Simulation,0.11,0.08,0.19,0.03
566,Armored Core 3,PS2,2002,Simulation,0.22,0.17,0.23,0.06
567,Armored Core 3 Portable,PSP,2009,Simulation,0.0,0.0,0.08,0.0
568,Armored Core 4,PS3,2006,Simulation,0.09,0.0,0.09,0.01
569,Armored Core 4,X360,2007,Simulation,0.19,0.01,0.03,0.02
570,Armored Core SL: Silent Line Portable,PSP,2009,Simulation,0.0,0.0,0.03,0.0
571,Armored Core V,PS3,2012,Simulation,0.09,0.04,0.24,0.02
572,Armored Core V,X360,2012,Simulation,0.13,0.03,0.04,0.01
573,Armored Core: For Answer,PS3,2008,Simulation,0.06,0.02,0.1,0.01
574,Armored Core: For Answer,X360,2008,Simulation,0.06,0.01,0.07,0.01
575,Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,0.05,0.0,0.0,0.0
576,Armored Core: Last Raven,PS2,2005,Simulation,0.05,0.04,0.08,0.01
577,Armored Core: Last Raven Portable,PSP,2010,Simulation,0.0,0.0,0.03,0.0
578,Armored Core: Master of Arena,PS,1999,Simulation,0.07,0.05,0.13,0.02
579,Armored Core: Nexus,PS2,2004,Simulation,0.06,0.05,0.14,0.02
580,Armored Core: Nine Breaker,PS2,2004,Simulation,0.03,0.03,0.0,0.01
581,Armored Core: Project Phantasma,PS,1997,Simulation,0.06,0.04,0.15,0.02
582,Armored Core: Silent Line,PS2,2003,Simulation,0.07,0.06,0.16,0.02
583,Armored Core: Verdict Day,PS3,2013,Simulation,0.0,0.0,0.12,0.0
584,Armorines: Project S.W.A.R.M.,N64,1999,Shooter,0.21,0.05,0.0,0.0
585,Armorines: Project S.W.A.R.M.,PS,2000,Shooter,0.05,0.03,0.0,0.01
586,Army Corps of Hell,PSV,2011,Action,0.05,0.04,0.0,0.02
587,Army Men 3D,PS,1999,Action,1.1,0.14,0.0,0.04
588,Army Men World War: Final Front,PS,2001,Action,0.24,0.17,0.0,0.03
589,"Army Men World War: Land, Sea, Air",PS,2000,Action,0.17,0.12,0.0,0.02
590,Army Men World War: Team Assault,PS,2001,Action,0.06,0.04,0.0,0.01
591,Army Men: Air Attack,PS,1999,Action,0.47,0.32,0.0,0.06
592,Army Men: Air Attack 2,PS,2000,Action,0.17,0.11,0.0,0.02
593,Army Men: Air Combat,N64,2000,Action,0.19,0.05,0.0,0.0
594,Army Men: Air Combat - The Elite Missions,GC,2003,Shooter,0.01,0.0,0.0,0.0
595,Army Men: Green Rogue,PS,2001,Action,0.04,0.02,0.0,0.0
596,Army Men: Green Rogue,PS2,2001,Action,0.06,0.05,0.0,0.02
597,Army Men: Major Malfunction,XB,2006,Shooter,0.01,0.0,0.0,0.0
598,Army Men: RTS,GC,2004,Strategy,0.05,0.01,0.0,0.0
599,Army Men: RTS,PS2,2002,Strategy,0.05,0.04,0.0,0.01
600,Army Men: Sarge's Heroes,N64,1999,Action,0.68,0.12,0.0,0.01
601,Army Men: Sarge's Heroes,PS,1999,Action,0.31,0.21,0.0,0.04
602,Army Men: Sarge's Heroes 2,N64,2000,Shooter,0.34,0.07,0.0,0.0
603,Army Men: Sarge's Heroes 2,PS,2000,Shooter,0.14,0.09,0.0,0.02
604,Army Men: Sarge's Heroes 2,PS2,2001,Shooter,0.09,0.07,0.0,0.02
605,Army Men: Sarge's War,GC,2004,Shooter,0.12,0.03,0.0,0.0
606,Army Men: Sarge's War,XB,2004,Shooter,0.09,0.02,0.0,0.0
607,Army Men: Soldiers of Misfortune,DS,2008,Shooter,0.11,0.0,0.0,0.01
608,Army Men: Soldiers of Misfortune,Wii,2008,Shooter,0.12,0.0,0.0,0.01
609,Army Rescue,Wii,2009,Shooter,0.02,0.0,0.0,0.0
610,Army of Two,PS3,2008,Shooter,0.74,0.26,0.02,0.15
611,Army of Two,X360,2008,Shooter,1.09,0.38,0.02,0.16
612,Army of Two: The 40th Day,PS3,2010,Shooter,0.44,0.27,0.01,0.12
613,Army of Two: The 40th Day,PSP,2010,Shooter,0.12,0.13,0.0,0.08
614,Army of Two: The 40th Day,X360,2010,Shooter,0.62,0.24,0.0,0.08
615,Army of Two: The Devil's Cartel,PS3,2013,Shooter,0.11,0.11,0.01,0.05
616,Army of Two: The Devil's Cartel,X360,2013,Shooter,0.16,0.07,0.0,0.02
617,Around the World in 80 Days,DS,2010,Action,0.0,0.14,0.0,0.02
618,Around the World in 80 Days,GBA,2004,Action,0.03,0.01,0.0,0.0
619,Arslan: The Warriors of Legend,PS3,2015,Action,0.0,0.0,0.05,0.0
620,Arslan: The Warriors of Legend,PS4,2015,Action,0.02,0.01,0.04,0.01
621,Arslan: The Warriors of Legend,XOne,2016,Action,0.01,0.0,0.0,0.0
622,Art Academy,DS,2010,Misc,0.28,1.68,0.33,0.28
623,Art Academy: Home Studio,WiiU,2015,Misc,0.0,0.0,0.01,0.0
624,Art Academy: Lessons for Everyone,3DS,2012,Action,0.2,0.03,0.21,0.02
625,Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,0.0,0.0,0.04,0.0
626,Art of Fighting Anthology,PS2,2006,Fighting,0.02,0.02,0.0,0.01
627,Arthur and the Invisibles,DS,2007,Adventure,0.03,0.0,0.0,0.0
628,Arthur! Ready to Race,PS,2000,Racing,0.03,0.02,0.0,0.0
629,Arx Fatalis,XB,2003,Role-Playing,0.04,0.01,0.0,0.0
630,Ashes Cricket 2009,PS3,2009,Sports,0.0,0.16,0.0,0.02
631,Ashes Cricket 2009,Wii,2009,Sports,0.0,0.23,0.0,0.01
632,Ashes Cricket 2009,X360,2009,Sports,0.0,0.19,0.0,0.01
633,Asphalt 3D,3DS,2011,Racing,0.27,0.16,0.02,0.04
634,Asphalt: Injection,PSV,2011,Action,0.14,0.06,0.0,0.04
635,Asphalt: Urban GT,DS,2004,Racing,0.31,0.22,0.0,0.06
636,Asphalt: Urban GT 2,DS,2006,Racing,0.09,0.04,0.0,0.01
637,Assassin's Creed,PC,2008,Adventure,0.01,0.83,0.0,0.08
638,Assassin's Creed,PS3,2007,Adventure,1.91,2.0,0.09,0.83
639,Assassin's Creed,X360,2007,Adventure,3.28,1.65,0.07,0.55
640,Assassin's Creed Chronicles,PS4,2016,Action,0.01,0.05,0.01,0.01
641,Assassin's Creed Chronicles,PSV,2016,Action,0.02,0.06,0.01,0.02
642,Assassin's Creed Chronicles,XOne,2016,Action,0.0,0.01,0.0,0.0
643,Assassin's Creed Chronicles: China,PS4,2015,Action,0.0,0.03,0.0,0.01
644,Assassin's Creed II,PC,2010,Action,0.01,0.45,0.0,0.11
645,Assassin's Creed II,PS3,2009,Action,2.54,1.95,0.21,0.87
646,Assassin's Creed II,X360,2009,Action,3.1,1.56,0.08,0.51
647,Assassin's Creed II: Discovery,DS,2009,Action,0.15,0.11,0.0,0.03
648,Assassin's Creed III,PC,2012,Action,0.28,0.53,0.0,0.13
649,Assassin's Creed III,PS3,2012,Action,2.64,2.56,0.16,1.14
650,Assassin's Creed III,WiiU,2012,Action,0.19,0.13,0.0,0.03
651,Assassin's Creed III,X360,2012,Action,3.13,1.71,0.03,0.44
652,Assassin's Creed III: Liberation,PSV,2012,Action,0.58,0.55,0.06,0.28
653,Assassin's Creed IV: Black Flag,PC,2013,Action,0.22,0.38,0.0,0.1
654,Assassin's Creed IV: Black Flag,PS3,2013,Action,1.33,1.71,0.13,0.73
655,Assassin's Creed IV: Black Flag,PS4,2013,Action,1.07,1.31,0.06,0.31
